RF,BF,VM,ST,target
-0.0083,0.0015,0.0307,0.006,abnormal
0.0097,0.0082,0.024,0.0142,abnormal
0.0225,0.0105,0.0135,0.015,abnormal
0.024,0.009,-0.0053,0.0127,abnormal
0.018,0.0045,-0.0046,0.0105,abnormal
0.0202,0.0007,0.006,0.0045,abnormal
0.0195,-0.003,-0.0053,0.003,abnormal
0.0045,-0.003,0.0045,0.0015,abnormal
-0.0158,-0.0008,0.006,-0.0008,abnormal
-0.0256,0.0007,-0.0046,0.0015,abnormal
-0.0256,-0.0015,0.0015,-0.0015,abnormal
-0.0346,-0.003,0.0052,-0.0038,abnormal
-0.0315,-0.003,0.012,-0.0046,abnormal
-0.0113,-0.003,0.0157,-0.0068,abnormal
-0.0083,-0.0015,0.0105,-0.0023,abnormal
-0.003,0.0015,0.003,0.0015,abnormal
-0.0046,0.0037,0.0037,0.0045,abnormal
-0.0075,0.003,0.012,0.0067,abnormal
0.0037,0.003,0.0052,0.0075,abnormal
0.0015,0.0015,-0.0053,0.006,abnormal
0.0052,-0.0008,-0.012,0.0052,abnormal
0.009,0.0015,-0.0053,0.0052,abnormal
0.0097,0.003,0.0082,0.006,abnormal
0.0165,0.003,0.0067,0.0037,abnormal
0.024,0.0037,0.0037,0.003,abnormal
0.0292,0.003,0.0052,0.0007,abnormal
0.0255,0,0.0067,-0.0015,abnormal
0.024,0.0015,0.009,-0.0015,abnormal
0.0187,0.0015,0.0157,-0.0015,abnormal
0.0142,0.0015,0.0172,-0.0023,abnormal
-0.0015,0.0015,0.0157,-0.0046,abnormal
-0.0338,0.0015,0.0165,-0.0046,abnormal
-0.0608,0.0015,0.0195,-0.0023,abnormal
-0.066,0.0022,0.018,-0.0023,abnormal
-0.045,0.0022,0.0112,-0.003,abnormal
-0.03,0.0007,0.009,-0.003,abnormal
-0.0143,0.0015,0.0052,-0.0015,abnormal
-0.0068,0.003,0.0015,-0.0008,abnormal
-0.006,0.0022,0.003,0,abnormal
0.0015,0.003,0.0007,0.0015,abnormal
0.009,0.0037,-0.0008,0.0037,abnormal
0.0187,0.0052,-0.0075,0.0067,abnormal
0.021,0.0037,-0.0128,0.0082,abnormal
0.0195,0.003,-0.0105,0.0067,abnormal
0.0127,0.003,-0.0038,0.0067,abnormal
0.009,-0.0008,0.0007,0.0045,abnormal
-0.0008,0,0,0.003,abnormal
-0.0105,0.0037,-0.012,0.0045,abnormal
0.0022,0.0045,-0.0233,0.003,abnormal
0.0067,0.0022,-0.0278,0.0007,abnormal
0.006,-0.0015,-0.0323,-0.0008,abnormal
0.0127,0.0015,-0.024,0,abnormal
0.0157,-0.0008,-0.0278,-0.0008,abnormal
0.0112,-0.0023,-0.0278,-0.0015,abnormal
0.009,-0.0023,-0.0195,-0.0038,abnormal
0.0082,-0.0023,-0.0173,-0.0046,abnormal
0.0037,0.0015,-0.006,-0.0015,abnormal
-0.003,0.003,0.0037,-0.0008,abnormal
-0.006,0.0037,0.012,-0.0015,abnormal
-0.0143,0.0037,-0.0015,-0.0008,abnormal
-0.0233,0.0045,-0.027,0.0015,abnormal
-0.015,0.0082,-0.0173,0.003,abnormal
-0.0046,0.0082,0.0007,0.003,abnormal
-0.003,0.0067,0.006,0.0022,abnormal
0.0007,0.0052,0.0052,0.0007,abnormal
0.0067,0.0022,0.0015,0.0007,abnormal
0.0067,0.0007,0.012,-0.003,abnormal
0.0037,-0.0015,0.024,-0.003,abnormal
0.0045,-0.003,0.0315,-0.0023,abnormal
0.0105,-0.0038,0.0337,-0.003,abnormal
0.0142,-0.0046,0.0217,-0.0046,abnormal
0.0097,-0.0083,0.012,-0.0068,abnormal
0.0112,-0.006,0.0067,-0.003,abnormal
0.0165,-0.0053,0,-0.0015,abnormal
0.018,-0.0075,-0.006,-0.0008,abnormal
0.018,-0.0083,-0.0091,0.0015,abnormal
0.0105,-0.0068,-0.0218,0.0007,abnormal
-0.0053,-0.0075,-0.03,-0.0008,abnormal
-0.0188,-0.0083,-0.0173,0,abnormal
-0.021,-0.0046,-0.0023,0.0037,abnormal
-0.0083,-0.0015,0.0127,0.0075,abnormal
0.0097,0.0022,0.0112,0.0082,abnormal
0.012,0.0052,-0.0046,0.0082,abnormal
0.0045,0.0067,-0.003,0.0067,abnormal
0.0045,0.0067,-0.0098,0.0067,abnormal
0.0082,0.0112,-0.0083,0.0075,abnormal
0.0082,0.012,0.0075,0.006,abnormal
0.009,0.012,-0.003,0.0037,abnormal
0.009,0.0127,-0.0068,0.003,abnormal
0.0127,0.0067,0.0045,0.0007,abnormal
0.0157,0.0045,-0.003,0,abnormal
0.0135,0.0007,0.006,-0.0015,abnormal
0.0105,-0.0023,0.0037,-0.0023,abnormal
0.0007,-0.003,-0.0105,-0.0015,abnormal
-0.0083,-0.0053,-0.0075,-0.0046,abnormal
-0.0075,-0.0023,-0.0023,-0.0015,abnormal
-0.0068,-0.0038,0.0037,0,abnormal
-0.0083,-0.0053,0.0015,-0.0008,abnormal
-0.003,-0.0068,0.003,-0.0008,abnormal
0.0037,-0.0053,0.003,0.0007,abnormal
0.0082,-0.0023,0.0007,-0.0008,abnormal
0.0067,-0.003,0.0015,-0.0008,abnormal
0.0015,-0.0046,0.003,-0.0015,abnormal
0.009,-0.0015,0.009,-0.0008,abnormal
0.0187,-0.0008,0.009,0.0015,abnormal
0.0067,0.0007,0.0112,0.0007,abnormal
-0.0083,0,0.012,0,abnormal
-0.0218,-0.0008,0.0165,0,abnormal
-0.0383,0.0037,0.021,0,abnormal
-0.0488,0.0052,0.015,0.0015,abnormal
-0.0638,0.0082,0.0105,0.0007,abnormal
-0.0533,0.0082,0.009,0.0007,abnormal
-0.0105,0.0052,0.006,-0.0008,abnormal
0.0045,0.0045,0.0045,-0.0015,abnormal
-0.0038,0.0037,0.006,-0.0008,abnormal
0.0045,0.0037,0.0067,-0.003,abnormal
0.0127,0.0015,0.0112,-0.003,abnormal
0.0142,0.0015,0.0105,-0.0046,abnormal
0.009,-0.0008,0.0022,-0.0046,abnormal
0.0067,-0.0023,-0.0015,-0.0023,abnormal
0.0015,-0.003,-0.0053,-0.003,abnormal
-0.0038,-0.0053,-0.0098,-0.0023,abnormal
-0.0053,-0.0023,-0.012,0.0007,abnormal
-0.0091,0.0015,-0.0105,0.003,abnormal
-0.003,0.0022,-0.0158,0.0015,abnormal
0.0157,0.0015,-0.0278,0.0015,abnormal
0.027,0.003,-0.0256,0.0022,abnormal
0.033,0.0037,-0.012,0.0015,abnormal
0.033,0.0045,-0.003,0.003,abnormal
0.0135,0.0022,-0.0008,0.003,abnormal
-0.0046,0,0.0015,0.003,abnormal
-0.0098,-0.0023,0.0022,0.0022,abnormal
-0.0068,-0.0038,-0.0015,0.003,abnormal
0.003,-0.0008,-0.0083,0.0045,abnormal
0.0165,0.0015,-0.0098,0.0067,abnormal
0.024,0.0007,-0.0008,0.0067,abnormal
0.0172,-0.0023,0.003,0.0045,abnormal
0.0045,-0.003,-0.0008,0.003,abnormal
-0.0053,-0.0038,0.0007,0.0022,abnormal
-0.0128,-0.0038,0.0007,0.0015,abnormal
-0.0128,-0.0008,0.009,0.003,abnormal
-0.0181,0.0015,0.009,0.0045,abnormal
-0.0203,0.0052,0.0037,0.006,abnormal
0,0.012,-0.0143,0.0105,abnormal
0.0135,0.0157,-0.0405,0.0105,abnormal
0.0195,0.0105,-0.021,0.0045,abnormal
0.0112,0.0067,-0.012,-0.0008,abnormal
0.0015,0.0067,-0.003,-0.0008,abnormal
0.009,0.0067,0.0202,0.0015,abnormal
0.0187,0.0082,0.015,0.0007,abnormal
0.0172,0.0022,0.015,-0.0015,abnormal
0.0105,0.0007,0.0045,0,abnormal
0.0157,0.0052,-0.0105,0.003,abnormal
0.0127,0.003,-0.0091,-0.0008,abnormal
0.0067,-0.0023,-0.0113,-0.003,abnormal
0.0067,-0.0038,-0.0083,-0.0015,abnormal
0.015,-0.0046,-0.0046,0.0007,abnormal
0.012,-0.0075,0.0007,-0.003,abnormal
0.0037,-0.0068,0.0037,-0.0038,abnormal
-0.003,-0.006,0.009,-0.0046,abnormal
-0.006,-0.0068,0.0142,-0.0068,abnormal
-0.003,-0.0046,0.0045,-0.0038,abnormal
-0.0053,-0.0015,0.0045,-0.0046,abnormal
-0.012,-0.0008,0.0015,-0.003,abnormal
-0.0165,0.0022,0.0015,0.0007,abnormal
-0.0053,0.0052,0.003,0.0015,abnormal
-0.0015,0.0022,-0.0046,0.0037,abnormal
0.0015,0.0007,0.0007,0.003,abnormal
0.006,-0.0008,0.0045,0.003,abnormal
0.0097,-0.0023,0.0045,0.0022,abnormal
0.0157,-0.0023,-0.0046,0.0007,abnormal
0.0142,-0.0046,-0.012,-0.003,abnormal
0.0202,-0.0068,-0.0158,-0.0053,abnormal
0.0255,-0.0083,-0.0218,-0.0046,abnormal
0.0255,-0.0091,-0.0188,-0.0046,abnormal
-0.0023,-0.0068,-0.0173,-0.003,abnormal
-0.024,-0.0053,-0.0068,0,abnormal
-0.0375,-0.003,0.0052,-0.0008,abnormal
-0.0615,0.0007,0.012,0.003,abnormal
-0.0413,0.0045,0.0292,0.003,abnormal
-0.0083,0.0082,0.0345,0.0022,abnormal
-0.003,0.0082,0.0195,0.0052,abnormal
-0.0053,0.0105,0.0127,0.0067,abnormal
-0.0008,0.0112,0.0165,0.0045,abnormal
0,0.0075,0.021,0.0045,abnormal
0.0007,0.0052,0.0232,0.003,abnormal
0.0075,0.0052,0.018,-0.0015,abnormal
0.0037,0.0045,0.0097,-0.0015,abnormal
0.0045,0.0045,0.0067,-0.0015,abnormal
0.0097,0.0045,0.0052,-0.0015,abnormal
0.0165,0.003,0.0052,-0.0015,abnormal
0.0225,0.0015,0.0015,-0.0023,abnormal
0.0247,0,-0.0075,0,abnormal
0.0202,0.0007,-0.0075,0.0022,abnormal
-0.0075,0.0007,-0.006,0,abnormal
-0.0323,0.0007,0,0.0007,abnormal
-0.0413,0.0007,0.0112,0.0015,abnormal
-0.0361,0.0022,0.012,0.0015,abnormal
-0.0248,0.0015,0.0097,0.0007,abnormal
-0.0195,-0.0015,0.015,-0.0008,abnormal
-0.021,-0.003,0.012,-0.0015,abnormal
-0.0188,-0.0046,0.006,-0.0008,abnormal
-0.0143,-0.003,0.009,0.0007,abnormal
-0.0143,-0.003,0.0067,0.0015,abnormal
-0.012,-0.0038,0.0045,0.0015,abnormal
0.0045,-0.0015,0.0045,0.0045,abnormal
0.0217,0.003,-0.003,0.0045,abnormal
0.0195,0.003,-0.015,0.003,abnormal
0.0142,0.003,-0.0263,0.003,abnormal
0.0082,0.0015,-0.03,0.0015,abnormal
0.0135,0,-0.03,0.0022,abnormal
0.0202,0.0015,-0.0256,0.0037,abnormal
0.0165,-0.0015,-0.0135,0.0015,abnormal
0.018,-0.0008,-0.012,0.0022,abnormal
0.0142,-0.0008,-0.0105,0.003,abnormal
0.0052,-0.0008,-0.003,0.0022,abnormal
0.0015,0.0007,0.0037,0.0007,abnormal
0.0045,0,0.0015,-0.0015,abnormal
0.009,0,-0.006,-0.0038,abnormal
0.0135,-0.0008,-0.0091,-0.003,abnormal
0.0187,-0.0008,-0.0068,-0.0038,abnormal
0.0127,-0.0023,-0.0083,-0.0046,abnormal
0.0052,-0.0015,-0.0068,-0.0038,abnormal
0.003,-0.0015,-0.006,-0.0038,abnormal
-0.0105,-0.0015,-0.0165,-0.0068,abnormal
-0.0278,-0.0015,-0.0181,-0.0068,abnormal
-0.0353,-0.0038,-0.0158,-0.0038,abnormal
-0.0225,0.0015,-0.0143,0.0015,abnormal
0.0037,0.009,-0.0083,0.0082,abnormal
0.0165,0.0105,-0.0015,0.0097,abnormal
0.0232,0.009,-0.0068,0.0097,abnormal
0.024,0.0082,-0.0068,0.0082,abnormal
0.0135,0.0052,0.0015,0.0045,abnormal
0.0022,0.0015,0.0007,0.003,abnormal
-0.0075,-0.0008,-0.0008,-0.0015,abnormal
-0.0023,-0.0008,0.0022,-0.003,abnormal
0.0082,0,-0.0068,-0.0008,abnormal
0.0105,0.003,-0.0195,0.0015,abnormal
0.009,0.0022,-0.0128,0.0022,abnormal
0.009,-0.0015,-0.0091,0.0007,abnormal
0.0045,-0.0038,-0.0046,-0.0015,abnormal
0.0045,-0.0046,0.0127,-0.0008,abnormal
0.009,-0.003,0.0172,-0.0008,abnormal
0.0097,0,0.0075,0.0015,abnormal
0.0157,0.0022,0.0082,0.0037,abnormal
0.0217,0.0015,0.0202,0.003,abnormal
0.024,-0.0008,0.0262,0,abnormal
0.0142,-0.0008,0.0187,-0.0008,abnormal
0.003,0.0007,0.0142,-0.0008,abnormal
-0.0038,-0.0008,0.0345,-0.003,abnormal
-0.0075,0.0015,0.051,-0.0023,abnormal
0.003,0.0045,0.039,-0.0008,abnormal
0.0052,0.0045,0.0127,0.0015,abnormal
0.0015,0.0082,-0.0128,0.0067,abnormal
0.0007,0.0067,-0.0278,0.0075,abnormal
0.0015,0.0015,-0.0173,0.0052,abnormal
0.0015,0.0037,0.0007,0.003,abnormal
0.0037,0,0.012,0.0007,abnormal
0.003,-0.0008,-0.0008,0.0015,abnormal
0.0105,0.003,-0.0353,0.006,abnormal
0.024,0.0022,-0.0428,0.0045,abnormal
0.0397,0.003,-0.039,0.0052,abnormal
0.0292,0.0015,-0.0346,0.0052,abnormal
-0.0068,-0.0023,-0.0165,0.0045,abnormal
-0.0353,-0.0038,0.0052,0.0022,abnormal
-0.0623,-0.0023,0.0255,0.0015,abnormal
-0.0706,0,0.0307,0.0015,abnormal
-0.0428,0.0007,0.0217,0,abnormal
-0.0173,0.0015,0.0202,0.0015,abnormal
-0.0278,0.0015,0.0225,0.0007,abnormal
-0.0293,0,0.018,0.0007,abnormal
-0.0143,-0.0008,0.009,0.0015,abnormal
-0.0053,-0.0015,0,0.0007,abnormal
-0.0038,-0.0023,-0.0008,0.0015,abnormal
0,-0.0023,0.0007,0.0007,abnormal
0.0105,0.0007,0.0052,0.0037,abnormal
0.0157,0.0007,0.0067,0.003,abnormal
0.0172,-0.0008,0.0037,0.003,abnormal
0.0157,-0.0008,0.0015,0.0037,abnormal
0.0142,-0.0008,0.0007,0.0007,abnormal
0.0037,-0.003,-0.0015,0,abnormal
-0.0008,-0.003,0.0015,-0.0008,abnormal
0.012,-0.0015,0.0052,-0.0015,abnormal
0.009,-0.0008,-0.0015,-0.0023,abnormal
0.0045,0.0007,0,0.0007,abnormal
0.0067,0.0015,0.0067,0.0015,abnormal
-0.012,0.0022,0.009,-0.0015,abnormal
-0.0278,0.0015,0.0082,-0.0008,abnormal
-0.0181,0.0007,0.0007,-0.0015,abnormal
-0.0113,0.0007,-0.0015,-0.003,abnormal
-0.0053,0.0022,-0.0038,-0.003,abnormal
-0.0008,0.0015,-0.0046,-0.003,abnormal
0,0.003,-0.0083,-0.0046,abnormal
0.0037,0.0052,-0.012,-0.006,abnormal
0.003,0.003,-0.0105,-0.006,abnormal
-0.0023,0.0022,-0.0098,-0.0068,abnormal
-0.012,0.003,-0.0098,-0.0068,abnormal
-0.0158,0.0015,-0.006,-0.006,abnormal
-0.012,0.003,-0.0023,-0.0015,abnormal
-0.0015,0.0082,-0.0015,0.0067,abnormal
0.0112,0.0127,-0.0015,0.0142,abnormal
0.024,0.0127,0.003,0.012,abnormal
0.0285,0.0105,-0.0046,0.009,abnormal
0.0195,0.0075,-0.012,0.0067,abnormal
0.0202,0.0052,-0.0091,0.0045,abnormal
0.018,0.0022,-0.012,0.0037,abnormal
0.0157,-0.0008,-0.0195,-0.0008,abnormal
0.0135,-0.0046,-0.033,-0.003,abnormal
0.009,-0.0068,-0.0338,-0.006,abnormal
0.0075,-0.0075,-0.0218,-0.006,abnormal
0.0007,-0.0083,-0.0143,-0.0053,abnormal
-0.0143,-0.0098,-0.003,-0.0068,abnormal
-0.0218,-0.0075,0.009,-0.003,abnormal
-0.0173,-0.0015,0.012,0.0007,abnormal
-0.012,0.0015,0.012,0.0015,abnormal
-0.0083,0.0052,0.0165,0.0045,abnormal
-0.0091,0.0067,0.024,0.0045,abnormal
-0.003,0.003,0.021,0.0052,abnormal
0.015,0.0022,-0.0008,0.0052,abnormal
0.0142,0.0052,-0.0165,0.0052,abnormal
0.0142,0.009,-0.0143,0.0082,abnormal
0.0262,0.0097,-0.0008,0.0082,abnormal
0.0255,0.0045,0.0045,0.0045,abnormal
0.0217,-0.0015,-0.0105,0.0007,abnormal
0.0135,-0.006,-0.0165,-0.003,abnormal
0.009,-0.0098,-0.0158,-0.0023,abnormal
0.0082,-0.0105,-0.0203,-0.003,abnormal
-0.0015,-0.0105,-0.0135,-0.0046,abnormal
-0.006,-0.0105,0.0105,-0.0053,abnormal
-0.012,-0.0105,0.0405,-0.0068,abnormal
-0.0158,-0.0098,0.0487,-0.0046,abnormal
-0.0098,-0.003,0.0427,-0.0008,abnormal
-0.006,0.0037,0.0247,0.0052,abnormal
-0.0015,0.009,0.0142,0.0105,abnormal
0.0225,0.012,0.0157,0.012,abnormal
0.0337,0.0082,0.0127,0.0067,abnormal
0.0247,0.0045,0.0082,0.003,abnormal
0.012,0.0045,-0.012,0.0022,abnormal
-0.0046,0.003,-0.021,-0.0008,abnormal
-0.0091,0.003,-0.012,-0.003,abnormal
0,0,-0.0053,-0.0023,abnormal
0.006,-0.003,-0.0038,-0.003,abnormal
0.0082,-0.0015,-0.0053,-0.0023,abnormal
0.0097,-0.0008,-0.0098,-0.0015,abnormal
0.0045,-0.0008,-0.0113,-0.0008,abnormal
0.0045,0.0015,-0.0046,0.0007,abnormal
0,0.0007,0.0022,-0.0008,abnormal
-0.0128,-0.0015,0.0052,-0.0023,abnormal
-0.021,-0.0015,0.0067,-0.0046,abnormal
-0.0233,-0.0015,0.006,-0.0053,abnormal
-0.0203,0.0015,0.0022,-0.006,abnormal
-0.0195,0.003,-0.0008,-0.006,abnormal
-0.0143,0.0045,0.0007,-0.006,abnormal
-0.021,0.0052,-0.003,-0.0053,abnormal
-0.0263,0.0067,-0.003,-0.003,abnormal
-0.0091,0.0067,-0.003,-0.0008,abnormal
0.0015,0.0045,-0.0015,0.0007,abnormal
0.0045,0.003,0.0045,0,abnormal
0.0052,0.0015,0.0007,-0.0008,abnormal
0.0105,0.0007,-0.0046,0,abnormal
0.0127,0.0007,0.003,0.0015,abnormal
0.0127,-0.0008,0.003,0.003,abnormal
0.0082,-0.0015,0.0082,0.0052,abnormal
0.0097,-0.0023,0.0135,0.0045,abnormal
0.0127,-0.003,0.0052,0.003,abnormal
0.0037,-0.0046,-0.0046,0.0045,abnormal
-0.0068,-0.0023,-0.0068,0.0045,abnormal
-0.0105,-0.0008,0.0015,0.0052,abnormal
-0.0143,-0.0015,0.0015,0.0052,abnormal
-0.0098,0.0007,0.0052,0.0067,abnormal
-0.0015,0.0007,0.0127,0.0052,abnormal
-0.0053,0,0.012,0.0045,abnormal
-0.0091,0.0022,0.015,0.0067,abnormal
-0.0091,0.0045,0.012,0.0052,abnormal
-0.0083,0.0045,0.0052,0.0045,abnormal
-0.006,0.0037,0.0007,0.0037,abnormal
-0.0046,0.0052,-0.0038,0.0052,abnormal
0.003,0.006,-0.0068,0.0045,abnormal
0.009,0.003,-0.006,0.0037,abnormal
0.018,0.0045,-0.012,0.0045,abnormal
0.0135,0.0045,-0.0135,0.0022,abnormal
0.006,0.003,0.0007,0.0015,abnormal
0.0075,0.0007,0.0067,-0.0008,abnormal
0.0045,-0.003,0.006,-0.0008,abnormal
0.0045,-0.0046,0.006,0.0015,abnormal
0.0105,-0.0023,0.0007,0.0022,abnormal
0.0142,-0.0015,-0.0053,0.0015,abnormal
0.0097,-0.003,-0.012,0,abnormal
0.006,-0.0023,-0.0128,-0.0008,abnormal
-0.0046,-0.0038,-0.0128,-0.003,abnormal
-0.0015,-0.0068,-0.0203,-0.0046,abnormal
0.0105,-0.0068,-0.0353,-0.003,abnormal
0.0142,-0.0046,-0.03,-0.0046,abnormal
0.0157,-0.0046,-0.0091,-0.0046,abnormal
0.009,-0.0015,-0.0046,-0.0015,abnormal
0,0.0015,-0.003,-0.0008,abnormal
-0.012,0.003,-0.003,0,abnormal
-0.0203,0.0067,-0.0038,0.003,abnormal
-0.0248,0.009,0.018,0.0037,abnormal
-0.0195,0.0082,0.039,0.0045,abnormal
0.0022,0.0105,0.0277,0.0112,abnormal
0.0187,0.012,0.0022,0.0097,abnormal
0.0165,0.0045,-0.006,0.003,abnormal
0.0067,0.0015,-0.012,0.0015,abnormal
0.0075,0.0007,-0.0091,0,abnormal
0.009,0.0007,-0.0053,-0.0008,abnormal
0.0067,0,-0.0083,-0.0008,abnormal
0,-0.0015,-0.0105,-0.0023,abnormal
-0.003,0.0007,-0.0135,0,abnormal
-0.0068,0.0015,-0.0098,0.0015,abnormal
-0.003,0.0022,-0.0046,0.0007,abnormal
0.003,0.003,-0.0068,0.0022,abnormal
0.0015,0.0007,-0.0008,0,abnormal
-0.0015,-0.0046,0.0105,-0.0015,abnormal
0,-0.0046,0.009,0.0007,abnormal
0.003,-0.0046,0.0082,0.0015,abnormal
0.0015,-0.0046,0.0135,0.003,abnormal
0.0022,-0.0053,0.0135,0.0007,abnormal
0.0127,-0.0046,0.0105,0.0007,abnormal
0.0157,-0.0008,0.0157,0,abnormal
0.0082,0.0015,0.0105,-0.0008,abnormal
0.0015,0.0045,-0.003,-0.0008,abnormal
0.003,0.0022,-0.0128,-0.0015,abnormal
0.003,-0.0008,-0.0143,-0.0023,abnormal
0.0007,0,-0.0068,-0.003,abnormal
-0.0008,0.0022,-0.0068,-0.0023,abnormal
0,0.003,-0.003,-0.0038,abnormal
-0.0015,0.0015,0,-0.003,abnormal
-0.003,0.0007,-0.0023,-0.003,abnormal
-0.0023,0,0.0015,-0.0038,abnormal
-0.0023,0.0015,0,-0.0015,abnormal
-0.0053,0.0015,-0.0008,-0.0008,abnormal
-0.0091,0.003,-0.0015,0.0007,abnormal
-0.0015,0.0052,0.0037,0.0015,abnormal
0.0127,0.0052,0.0082,0.0022,abnormal
0.0165,0.0045,0.009,0.0015,abnormal
0.0157,0.003,0.006,-0.0015,abnormal
0.0112,0.0007,0.003,-0.0008,abnormal
0.0052,0.0015,0.0007,0.0007,abnormal
-0.003,0,0.0015,0.0007,abnormal
-0.0285,-0.0008,0.0067,0.0015,abnormal
-0.039,0.0022,0.0097,0.0015,abnormal
-0.0353,0.0007,0.006,0.0015,abnormal
-0.027,-0.0008,0.003,0.0037,abnormal
-0.012,0.0007,0.0045,0.003,abnormal
-0.003,-0.0008,0.0075,0.0022,abnormal
-0.0053,-0.0015,0.0045,-0.0008,abnormal
-0.0098,-0.0015,0,-0.003,abnormal
-0.0046,0.0007,0.0015,-0.0015,abnormal
-0.0083,0.003,0.006,0.0007,abnormal
-0.0143,0.0015,0.0157,0,abnormal
-0.0091,-0.003,0.0202,0,abnormal
-0.0008,-0.0023,0.0195,0.0015,abnormal
0.0082,0.0015,0.0097,0.003,abnormal
0.0105,0.0022,0.0007,0.0037,abnormal
0.0067,0.003,0.0052,0.003,abnormal
0.0067,0.003,0.0022,0.0037,abnormal
0.0172,0.0037,-0.0083,0.0052,abnormal
0.021,0.0052,-0.0256,0.0052,abnormal
0.0097,0.0052,-0.0248,0.003,abnormal
-0.003,0.0052,-0.0165,0.003,abnormal
0.0007,0.0052,-0.0188,0.0045,abnormal
0.0082,0.0052,-0.0128,0.003,abnormal
0.0105,0.003,-0.0173,0.0015,abnormal
0.0082,0.003,-0.0256,0.0015,abnormal
0.009,0.0015,-0.0181,-0.0015,abnormal
0.0075,-0.003,-0.012,-0.0046,abnormal
0.0015,-0.006,-0.015,-0.006,abnormal
-0.0038,-0.0068,-0.0083,-0.0046,abnormal
-0.0053,-0.0068,0.003,-0.0046,abnormal
-0.0008,-0.0068,0.003,-0.0053,abnormal
0.0045,-0.006,0.003,-0.003,abnormal
0.0082,-0.003,0.003,0,abnormal
0.006,0.0037,0.0082,0.003,abnormal
0.006,0.0037,0.0195,0.0045,abnormal
0.012,0.0022,0.027,0.003,abnormal
0.015,0.0045,0.0067,0.0045,abnormal
0.0172,0.003,-0.0053,0.0015,abnormal
0.0082,-0.0008,0.0007,-0.0008,abnormal
0.0007,-0.0008,-0.003,0.0007,abnormal
0.0037,0,0.0007,0.0015,abnormal
0.0105,-0.0008,0.0037,0,abnormal
0.0075,-0.0008,0.0067,0.0007,abnormal
0.0022,-0.0015,0.0052,0.0007,abnormal
0.0045,0.0007,0.0082,0.0015,abnormal
0.006,0.003,0.0105,0.0045,abnormal
0.003,0.003,-0.0038,0.0045,abnormal
-0.003,0.0007,-0.0158,0.003,abnormal
-0.003,-0.0008,-0.0218,0.003,abnormal
0,0.0007,-0.0165,0.003,abnormal
-0.0053,0.0007,-0.0098,0.003,abnormal
-0.0083,0.0015,-0.0015,0.003,abnormal
-0.003,0.0022,0.0022,0.003,abnormal
-0.0068,0.003,0.0007,0.0022,abnormal
-0.0046,0.0045,0.0127,0.0015,abnormal
0.0045,0.0045,0.0105,0.0015,abnormal
0.003,0.0015,0.0105,0,abnormal
0.0082,-0.0008,0.003,0.0007,abnormal
0.0127,-0.0008,-0.0173,0.0007,abnormal
0.0135,-0.0015,-0.0128,-0.0015,abnormal
0.0082,-0.0023,-0.0068,-0.0015,abnormal
0.0015,-0.0015,0,-0.0015,abnormal
-0.0038,-0.003,0.0112,-0.0023,abnormal
-0.0105,-0.0038,0.012,-0.003,abnormal
-0.0143,-0.0023,0.0052,-0.0008,abnormal
-0.0143,0,-0.0008,0.0015,abnormal
-0.0091,0.0007,-0.0053,0.0015,abnormal
-0.0068,0.0015,-0.0015,0.003,abnormal
-0.003,0.0007,-0.0083,0.0037,abnormal
-0.0008,0,-0.0143,0.0022,abnormal
0.0037,0.0007,-0.0113,0.003,abnormal
0.0082,0.0022,-0.0023,0.003,abnormal
0.009,0.003,0.0157,0,abnormal
0.0082,0.0022,0.0165,-0.0015,abnormal
0.0142,0.003,0.012,-0.003,abnormal
0.018,0.003,0.0067,-0.0023,abnormal
0.0045,0.0015,0.0022,-0.003,abnormal
-0.0008,0.0015,0.0045,-0.0038,abnormal
0.0037,0.0015,0.0007,-0.0015,abnormal
0.0052,0.003,0.0052,-0.0015,abnormal
0.0067,0.0037,0.012,-0.0008,abnormal
0.0127,0.0045,0.009,-0.0015,abnormal
0.012,0.0052,0.0045,-0.0015,abnormal
-0.006,0.0045,0.0007,-0.0015,abnormal
-0.027,0.0052,-0.0008,-0.0008,abnormal
-0.033,0.0045,-0.003,0,abnormal
-0.024,0.003,-0.0068,0.0022,abnormal
-0.0173,0.0022,-0.0098,0.003,abnormal
-0.0105,0.003,-0.0075,0.0022,abnormal
-0.0091,0.003,0.0045,0.003,abnormal
-0.0165,0.0015,0.0127,0.0015,abnormal
-0.0105,0,0.0112,0.003,abnormal
-0.003,0.0007,0.0105,0.003,abnormal
-0.0008,-0.0008,0.009,0,abnormal
0.003,-0.0015,0.0067,-0.0015,abnormal
0.0067,-0.0015,-0.0008,-0.0008,abnormal
0.012,0.0022,-0.0128,0.0052,abnormal
0.012,0.006,-0.0165,0.009,abnormal
0.0127,0.0067,-0.015,0.0082,abnormal
0.0082,0.0067,-0.0158,0.0075,abnormal
0.0067,0.0037,-0.0105,0.0052,abnormal
0.0052,0.0015,-0.0046,0.0045,abnormal
0.0067,0.0007,0.0007,0.0022,abnormal
0.0157,-0.0023,0.0105,-0.0008,abnormal
0.009,-0.0015,0.0142,-0.0015,abnormal
-0.003,0,0.0045,0,abnormal
-0.0083,0.0007,0.003,0.0015,abnormal
-0.0053,0.0007,0.0052,0,abnormal
-0.0105,-0.0015,0.0052,0.0015,abnormal
-0.012,0.0007,0.0105,0.003,abnormal
-0.0083,0.0022,0.0067,0.0037,abnormal
